,Suburb/Town Name,lat,lng,Closest Hospital,Closest Cinema,Distance to CBD,Number of hospitals,Number of cinemas
675,Dandenong,-37.98531,145.21389,0.922121025,0.371029725,29.28314008,5,2
676,Dandenong North,-37.95502,145.21456,1.794957094,3.538655386,27.24163786,0,0
677,Dandenong South,-38.03058,145.21768,4.109793112,2.51878105,33.02932899,0,0
678,Dandongadale,-36.83303,146.69447,31.07309118,26.55460223,187.9348622,0,0
679,Dargo,-37.32238,147.30201,36.09136073,63.13042908,213.2927293,0,0
680,Darley,-37.63646,144.42412,4.707791842,13.46543243,51.20794717,0,0
681,Darlimurla,-38.39062,146.21222,25.19598697,25.1931182,126.8756483,0,0
682,Darlington,-37.97929,143.03154,30.1354699,63.07151375,170.4210735,0,0
683,Darnum,-38.18138,146.02276,8.351158349,8.31940989,101.5872592,0,0
684,Darraweit Guim,-37.41836,144.86643,15.23928695,21.7161292,44.61607256,0,0
685,Darriman,-38.40947,146.95325,29.01395959,34.91113773,186.4157123,0,0
686,Dartmoor,-37.8936,141.31134,34.48648592,64.86743235,320.646186,0,0
687,Dartmouth,-36.61242,147.62297,52.314687,60.35631174,270.7638464,0,0
688,Dawson,-37.97457,146.6838,8.785736237,27.41131911,152.1403108,0,0
689,Daylesford,-37.34769,144.14359,1.150043588,34.56918152,88.73306624,1,0
690,Dean,-37.45641,143.98663,16.54826471,16.20030843,94.58602024,0,0
691,Deans Marsh,-38.40689,143.89954,19.65992817,16.1232123,114.0799651,0,0
692,Deddick Valley,-37.04856,148.50798,72.74430754,102.5565805,324.3792205,0,0
693,Dederang,-36.47401,147.00344,23.05220308,28.33619287,234.2574461,0,0
694,Deep Lead,-36.99858,142.71081,9.219066123,55.20849227,218.4736141,0,0
695,Deepdene,-37.81146,145.06616,0.68961846,0.826296889,9.132534686,0,0
696,Deer Park,-37.76701,144.77433,2.595300937,5.269443737,17.26248448,0,0
697,Delacombe,-37.58112,143.80471,4.356250036,1.196803798,105.0362092,0,0
698,Delahey,-37.71884,144.77851,2.802002149,2.251528036,19.20636169,0,0
699,Delatite,-37.12981,146.16282,10.53817286,10.55733594,130.33151,0,0
700,Delburn,-38.33561,146.24626,20.14219624,19.33661436,126.5630287,0,0
701,Delegate River,-37.10642,148.81628,73.10153168,112.1445637,349.0894747,0,0
702,Denicull Creek,-37.33918,142.92973,6.680220724,78.65749965,186.6799962,0,0
703,Denison,-38.03907,146.85283,9.221301786,19.90303396,167.7313375,0,0
704,Dennington,-38.35546,142.43105,4.513714778,5.366870986,229.607693,0,0
705,Denver,-37.28589,144.29426,14.35178323,49.15496831,83.03304175,0,0
706,Derby,-36.65468,144.03622,17.14451975,20.3949409,152.6132978,0,0
707,Dereel,-37.82592,143.75186,30.7698038,26.4470432,106.3249346,0,0
708,Dergholm,-37.34073,141.20054,32.48957184,85.27216584,335.6001453,0,0
709,Derrinal,-36.89516,144.60422,9.945703308,32.57248616,106.7839682,0,0
710,Derrinallum,-37.95939,143.1761,31.06451462,55.65359539,157.5946721,0,0
711,Devenish,-36.34172,145.91063,24.91605592,37.19960106,183.9011948,0,0
712,Devils River,-37.17211,145.83478,10.69578396,26.40658002,104.855709,0,0
713,Devon Meadows,-38.16995,145.31614,7.008308102,13.26725663,50.42815538,0,0
714,Devon North,-38.53564,146.61417,6.068813096,36.95935486,165.2868062,0,0
715,Dewhurst,-37.97683,145.46494,12.14763442,12.401118,47.75447445,0,0
716,Dhurringile,-36.53574,145.21564,25.52200893,23.99186067,143.7188803,0,0
717,Diamond Creek,-37.66086,145.15223,6.319978923,6.409529739,23.72820707,0,0
718,Digby,-37.81347,141.53178,27.64051215,44.02471704,301.331903,0,0
719,Diggers Rest,-37.61387,144.70123,4.93601626,4.461781874,31.84589667,0,0
720,Diggora,-36.36122,144.53092,14.96370914,32.29565298,165.8322693,0,0
721,Dimboola,-36.38619,142.04862,33.35816883,39.07474314,303.1582639,0,0
722,Dingee,-36.37107,144.20925,37.40473705,38.66837972,173.6211919,0,0
723,Dingley Village,-37.97417,145.12758,3.36141557,2.448634039,23.11482764,0,0
724,Dingwall,-35.80866,143.85033,11.23571657,58.300129,243.7946635,0,0
725,Dinner Plain,-37.03318,147.27395,29.56588878,43.98922285,221.7616699,0,0
726,Dixie,-38.30594,142.92948,7.78309001,40.00303723,186.2349679,0,0
727,Dixons Creek,-37.58431,145.42634,11.40806726,22.09188377,48.06839313,0,0
728,Dobie,-37.33219,143.03066,10.48414366,70.25271235,178.4027627,0,0
729,Docker,-36.50744,146.36811,17.72591159,17.51552221,191.2436056,0,0
730,Dockers Plains,-36.28765,146.338,7.183627481,7.42136882,208.9227758,0,0
731,Docklands,-37.81803,144.93794,0.473600225,0.691510902,2.222821462,1,1
732,Doctors Flat,-37.30918,147.73664,26.49950467,58.45566734,250.8606641,0,0
733,Dollar,-38.55762,146.18068,11.46604231,22.55453627,134.9371144,0,0
734,Don Valley,-37.73439,145.59205,11.19880903,24.95537222,56.03348572,0,0
735,Donald,-36.30201,143.00728,40.34694334,30.87660538,241.4392619,0,0
736,Doncaster East,-37.77523,145.16444,1.752960656,3.668294965,18.24337416,0,0
737,Donnybrook,-37.54032,144.99276,8.908035803,12.72400902,30.36921361,0,0
738,Donvale,-37.78639,145.19453,2.048899376,4.226581904,20.6156846,1,0
739,Dooboobetic,-36.3774,143.20021,26.14420263,18.02453131,223.3339427,0,0
740,Dooen,-36.64101,142.23631,8.324325947,8.874953326,274.2330711,0,0
741,Dookie,-36.33259,145.70608,26.58500546,27.78285217,177.2831826,0,0
742,Dookie College,-36.3951,145.70309,26.43946091,27.04729837,170.7389221,0,0
743,Doreen,-37.59818,145.14482,12.35809951,8.806242276,28.72804039,0,0
744,Dorodong,-37.31946,141.05346,37.85758907,97.68583992,348.8178372,0,0
745,Double Bridges,-37.59603,147.89683,36.47337829,32.30798287,259.2809673,0,0
746,Douglas,-37.03833,141.70498,36.94539537,56.86560616,300.2112215,0,0
747,Doveton,-37.98391,145.24047,1.838044068,2.019394634,30.98381856,0,0
748,Dreeite,-38.14773,143.50252,22.62471615,22.84568223,133.2588887,0,0
749,Dreeite South,-38.1974,143.47707,18.45714096,18.71505354,136.9837305,0,0
750,Driffield,-38.27075,146.31097,11.25846782,10.94014021,128.6419482,0,0
751,Drik Drik,-38.00977,141.26286,34.69701441,73.17122317,325.2596007,0,0
752,Dromana,-38.33175,145.00133,10.34893538,0.463169913,57.85451165,0,1
753,Drouin,-38.14292,145.84038,8.342188621,8.189368484,85.29669152,0,0
754,Drouin East,-38.1203,145.89164,6.65260794,5.767616522,88.37887509,0,0
755,Drouin South,-38.18908,145.82355,9.289834486,9.848975553,86.31735889,0,0
756,Drouin West,-38.07947,145.86808,9.82025095,10.69504757,84.80424414,0,0
757,Drumanure,-36.16497,145.48614,22.63928818,25.10152232,188.9990598,0,0
758,Drumborg,-38.10463,141.49722,11.71517592,61.34227754,305.4986218,0,0
759,Drumcondra,-38.13016,144.35415,2.358165779,2.28517436,63.95026886,0,0
760,Drummartin,-36.4288,144.41213,26.52203589,35.13780257,161.3899881,0,0
761,Drummond,-37.24283,144.3085,17.85086204,52.61978439,85.63672814,0,0
762,Drummond North,-37.19394,144.31879,18.20432084,47.95553352,89.1631309,0,0
763,Drung,-36.76506,142.32177,11.63640936,12.09057909,260.993621,0,0
764,Dry Diggings,-37.297,144.15634,4.599902981,39.39245208,91.27087267,0,0
765,Drysdale,-38.16921,144.5934,17.55061959,20.43300911,51.17641706,0,0
766,Duchembegarra,-36.62422,141.89201,29.91397903,29.36610663,302.240975,0,0
767,Dumbalk,-38.52327,146.10415,13.93551321,14.94187631,127.3360559,0,0
768,Dumbalk North,-38.51218,146.1692,16.61645822,20.04023564,131.1123188,0,0
769,Dumosa,-35.93887,143.1871,52.26121195,39.44258907,261.3856735,0,0
770,Dunach,-37.21849,143.72755,19.32569467,18.92520533,127.3514613,0,0
771,Dundonnell,-37.89947,142.97333,38.30099734,68.86866142,174.8778741,0,0
772,Dunluce,-36.88498,143.59545,21.83179717,22.2311661,158.8362058,0,0
773,Dunneworthy,-37.20228,143.04196,12.91028883,64.14695499,182.4565507,0,0
774,Dunnstown,-37.59274,143.97052,11.49831194,10.56919099,90.59854058,0,0
775,Dunolly,-36.86619,143.72629,19.89793929,20.31073458,151.6791871,0,0
776,Dunrobin,-37.51849,141.38175,8.021007655,61.83237525,316.825156,0,0
777,Durdidwarrah,-37.82269,144.18958,24.96274524,36.20096623,67.87734801,0,0
778,Durham Lead,-37.70004,143.90214,16.40828895,14.74066643,94.0266604,0,0
779,Durham Ox,-36.12003,143.91175,16.58355872,53.10849601,210.0460854,0,0
780,Dutson,-38.18066,147.23519,15.69349915,17.11987504,203.3354057,0,0
781,Dutson Downs,-38.20356,147.32474,23.79416868,25.26091262,211.5040297,0,0
782,Dutton Way,-38.29124,141.63135,6.006193574,70.09058824,296.4560762,0,0
783,Duverney,-38.04077,143.56748,33.4365456,33.59420899,124.9393972,0,0
784,Eagle Point,-37.89804,147.69395,10.60359821,9.705792796,240.0153537,0,0
785,Eaglehawk,-36.70812,144.26456,4.83508689,1.556520103,137.4341166,0,1
786,Eaglehawk North,-36.68996,144.25873,6.918288372,3.099517913,139.4739896,0,0
787,Eaglemont,-37.76315,145.06512,0.82753938,3.999341496,10.57039024,0,0
788,Earlston,-36.53124,145.68178,27.24540067,26.50196235,156.0695173,0,0
789,East Bairnsdale,-37.85664,147.69145,7.871919856,6.406335117,239.7246255,0,0
790,East Bendigo,-36.7419,144.31881,3.496396131,4.459330986,131.9418373,0,0
791,East Geelong,-38.15597,144.38123,1.44908781,1.891246302,63.65833535,0,0
792,East Melbourne,-37.81542,144.98136,0.289381019,0.714500641,1.716473221,7,0
793,East Sale,-38.10407,147.14061,5.259615518,6.809740075,193.7164403,0,0
794,East Wangaratta,-36.36283,146.38005,6.031591923,4.970619281,204.4347859,0,0
795,East Warburton,-37.69346,145.79002,23.5550149,42.8565313,73.96996666,0,0
796,Eastern View,-38.45336,144.04309,23.87218917,11.23293857,107.4356295,0,0
797,Eastville,-36.87475,143.95277,16.39765714,27.0757521,137.2302677,0,0
798,Eastwood,-37.81306,147.63434,3.084223462,1.725527896,234.72851,0,0
799,Ebden,-36.15905,147.03622,12.58227582,63.462376,260.2401504,0,0
800,Echuca,-36.15495,144.75711,1.923874996,2.86444846,185.1940766,1,1
801,Echuca Village,-36.14199,144.81696,6.179449938,6.251097124,186.1846548,0,0
802,Echuca West,-36.17745,144.66965,8.237566969,8.857717303,183.6411198,0,0
803,Ecklin South,-38.38598,142.89702,13.12030536,36.22132224,191.6328906,0,0
804,Eden Park,-37.48769,145.07067,17.92627561,18.04296377,37.34363221,0,0
805,Edenhope,-37.0652,141.30776,3.730776226,88.43248862,333.1471583,1,0
806,Edgecombe,-37.18459,144.46167,26.48225452,49.56529277,82.59864464,0,0
807,Edi,-36.65004,146.40707,30.57530479,33.74903622,181.8392395,0,0
808,Edi Upper,-36.74349,146.52519,27.72120887,38.91571807,182.3415513,0,0
809,Edithvale,-38.03779,145.11503,6.419621711,5.178957774,28.42522457,0,0
810,Eganstown,-37.36257,144.09353,5.375587667,30.26630522,91.43331095,0,0
811,Eildon,-37.37082,146.01809,33.07949962,35.93003115,105.1920471,0,0
812,Elaine,-37.76442,144.00896,26.235907,26.25271726,83.9357013,0,0
813,Eldorado,-36.31328,146.55393,12.97229927,20.92911768,218.4707687,0,0
814,Elevated Plains,-37.29787,144.1322,4.556443075,37.92451236,92.87675525,0,0
815,Elingamite,-38.3685,143.00958,7.028045515,46.06519595,181.7238001,0,0
816,Elingamite North,-38.35069,142.98797,7.931564606,44.30532577,182.8652654,0,0
817,Ellaswood,-37.77943,147.56686,6.787998299,7.620314058,228.8826277,0,0
818,Ellerslie,-38.12511,142.65692,24.91115336,32.52694455,205.0463812,0,0
819,Elliminyt,-38.37088,143.57825,3.317742514,3.213851304,136.1067373,0,0
820,Ellinbank,-38.25283,145.92963,8.886314319,10.09860375,97.86683016,0,0
821,Elmhurst,-37.16859,143.26085,31.09900862,44.48066989,166.2989029,0,0
822,Elmore,-36.46749,144.57182,15.97419218,39.87423166,153.4941638,0,0
823,Elphinstone,-37.07618,144.3555,12.9917163,35.4116444,97.82529347,0,0
824,Elsternwick,-37.8868,145.00653,0.27662385,0.605270511,9.146138159,2,1
825,Eltham,-37.71466,145.1633,5.019010529,5.549657954,20.748683,0,0
826,Eltham North,-37.69772,145.1418,3.135191607,3.538439792,20.29276274,0,0
827,Elwood,-37.88102,144.98575,0.925750396,1.34852316,7.909108739,1,0
828,Emerald,-37.93245,145.43443,11.23578164,7.652638315,43.54708284,0,0
829,Emu,-36.73278,143.44186,22.15149372,43.96279318,180.2955142,0,0
830,Emu Creek,-36.85137,144.34751,11.33698703,11.57010461,119.8837899,0,0
831,Endeavour Hills,-37.9689,145.25585,2.902593387,3.887521421,31.09605628,0,0
832,Enfield,-37.7531,143.78841,22.12601759,17.98973585,103.3649231,0,0
833,Englefield,-37.32502,141.81482,32.40471229,49.94444355,282.62551,0,0
834,Enochs Point,-37.41916,146.11386,40.28790303,40.73877854,110.4580032,0,0
835,Ensay,-37.38532,147.82634,37.81469889,52.20561764,256.7479752,0,0
836,Ensay North,-37.29532,147.86219,32.11170327,62.69831745,262.0157652,0,0
837,Eppalock,-36.85419,144.46266,19.0660809,19.33486212,115.3352211,0,0
838,Epping,-37.64299,145.01026,1.195632664,1.385283007,19.3018934,1,1
839,Epsom,-36.70132,144.3129,6.086166051,5.771643582,136.2525969,0,0
840,Ercildoune,-37.4176,143.58811,18.20577849,27.25316426,128.7441926,0,0
841,Erica,-37.97627,146.37904,26.83625044,27.87184357,125.6530637,0,0
842,Eskdale,-36.52137,147.22848,34.45154181,32.99875791,246.832139,0,0
843,Esmond,-36.06227,146.18412,16.92691443,34.80238613,222.8479395,0,0
844,Essendon,-37.74923,144.91226,2.099225092,3.370997272,8.279569392,1,0
845,Essendon Fields,-37.72436,144.90355,3.120217568,1.770917452,11.06080472,0,0
846,Essendon North,-37.73953,144.90134,1.718732741,3.048592594,9.706104265,0,0
847,Essendon West,-37.75489,144.88375,0.728508582,2.108419364,9.401153502,0,0
848,Eumemmerring,-37.9979,145.24444,3.208652617,1.805681406,32.23009008,0,0
849,Eurack,-38.15073,143.72892,24.68368785,24.73153723,114.4510972,0,0
850,Eureka,-37.56479,143.88226,3.14148436,2.213358136,98.93484974,0,0
851,Euroa,-36.77292,145.55982,1.775370843,2.503629836,127.0964396,1,1
852,Eurobin,-36.63652,146.84659,13.91401741,14.32172368,211.9646004,0,0
853,Evansford,-37.26217,143.65069,25.36988152,25.01874988,130.8242555,0,0
854,Eversley,-37.20148,143.17657,23.25486399,52.71182757,171.5275426,0,0
855,Everton,-36.44291,146.55243,16.20243556,22.58783284,207.5107884,0,0
856,Everton Upper,-36.37691,146.57018,11.2802542,22.04081327,214.0402283,0,0
857,Exford,-37.72799,144.54803,4.651393289,4.825957858,37.5942311,0,0
858,Eynesbury,-37.79118,144.53318,11.79800182,11.95749586,37.76741599,0,0
859,Fairbank,-38.40426,145.93194,9.394026729,7.946842267,107.3785886,0,0
860,Fairfield,-37.7844,145.01428,0.462780412,1.617482873,5.531941558,1,0
861,Fairhaven,-38.45503,144.08237,24.99376147,13.22009561,105.0154403,0,0
862,Fairley,-35.68431,143.8161,10.24736802,44.71858172,257.715643,0,0
863,Fairy Dell,-36.32845,144.72338,4.738535651,22.18002151,166.3584845,0,0
864,Falls Creek,-36.87898,147.24275,39.81513333,30.24347229,226.7354251,0,0
865,Faraday,-37.05291,144.29723,7.593642013,32.18014676,102.8526963,0,0
866,Fawcett,-37.10321,145.71973,10.11540146,33.53798866,103.3858453,0,0
867,Fawkner,-37.70487,144.96982,2.839884125,2.021570845,11.97153719,0,0
868,Fentons Creek,-36.55704,143.53059,26.00852665,35.95382918,188.5907224,0,0
869,Ferguson,-38.62301,143.51163,31.93467444,20.61521718,155.5101114,0,0
870,Fern Hill,-37.36887,144.40852,23.50953458,36.59750972,69.36753427,0,0
871,Fernbank,-37.86388,147.32679,24.93876052,26.77453155,207.7213486,0,0
872,Ferndale,-38.30869,145.94034,15.13576485,16.33052536,101.878058,0,0
873,Fernihurst,-36.22886,143.86151,17.71868324,46.1478542,201.3722532,0,0
874,Fernshaw,-37.60936,145.64643,11.15931008,34.02764265,64.28258667,0,0
875,Ferntree Gully,-37.88618,145.28207,3.10515484,2.726043735,29.25963152,0,0
876,Ferny Creek,-37.87549,145.33421,3.143953187,4.100705566,33.41084122,0,0
877,Fiery Flat,-36.41257,143.81713,18.46116783,44.86492772,185.8364341,0,0
878,Fingal,-38.41964,144.8569,6.760345585,8.233118717,68.15151741,0,0
879,Fish Creek,-38.72676,146.06902,14.09628302,30.02125174,140.2628271,0,0
880,Fish Point,-35.44308,143.73555,19.85863616,19.66101183,285.2800087,0,0
881,Fiskville,-37.68232,144.22795,9.199533037,29.53179385,66.15810207,0,0
882,Fitzroy,-37.80092,144.97919,0.750790208,0.807006661,1.960998258,3,0
883,Fitzroy North,-37.78356,144.98573,2.520518811,1.048194203,3.811859738,0,0
884,Flaggy Creek,-37.75243,147.48049,14.20744928,15.45721014,221.4057801,0,0
885,Flagstaff,-37.04736,143.7772,3.487637306,3.36297883,134.848145,0,0
886,Flamingo Beach,-38.26939,147.31299,27.0365292,28.31218356,212.0401587,0,0
887,Flemington,-37.78728,144.92154,2.073024724,3.046687194,4.532825792,0,0
888,Flinders,-38.4554,144.97397,12.74652406,12.51149654,71.50971533,0,0
889,Flora Hill,-36.78252,144.296,2.423282863,2.668482928,128.7857712,0,0
890,Flynn,-38.19686,146.67805,18.1890055,12.17325278,156.2958522,0,0
891,Flynns Creek,-38.25448,146.63236,14.58830632,10.64652637,154.3140484,0,0
892,Footscray,-37.80083,144.89789,0.252028298,1.805762186,5.794178926,6,0
893,Forbes,-37.31432,144.88899,6.265138291,32.7563051,55.75473269,0,0
894,Forest Hill,-37.84138,145.17103,0.699290677,0.855964543,18.62240384,2,1
895,Forge Creek,-37.92801,147.6393,11.11350576,11.18247902,235.3324461,0,0
896,Forrest,-38.51207,143.69366,21.31784598,21.06961438,135.4740668,0,0
897,Foster,-38.67585,146.20871,1.908990618,32.06746808,145.1484385,1,0
898,Foster North,-38.61185,146.16717,6.22149598,24.66515417,137.7874684,0,0
899,Fosterville,-36.69593,144.47533,18.3394359,19.22485076,131.4074887,0,0
900,Foxhow,-38.05449,143.47558,33.22781159,33.44260118,133.1296956,0,0
901,Framlingham,-38.26636,142.68706,19.0171439,22.14275644,205.5371084,0,0
902,Framlingham East,-38.19918,142.71231,17.17125272,28.7117148,201.7589319,0,0
903,Franklinford,-37.24042,144.09857,11.56130285,38.32763013,99.22120824,0,0
904,Frankston,-38.15088,145.14145,0.333441445,1.782376204,40.7879383,8,3
905,Frankston North,-38.12663,145.16064,2.828105811,2.727492589,39.03463211,0,0
906,Frankston South,-38.17676,145.12959,2.47305653,3.699532949,43.09204734,0,0
907,Freeburgh,-36.7726,147.05918,38.16015337,10.10382552,218.5724412,0,0
908,Frenchmans,-36.9974,143.20848,38.5356895,47.46990662,179.4596422,0,0
909,Freshwater Creek,-38.27019,144.24815,16.00746224,9.990026269,80.63398876,0,0
910,Fryerstown,-37.13952,144.25837,10.34488359,41.79330951,97.23738772,0,0
911,Fulham,-38.08259,146.96751,10.33019943,8.797133337,178.3811258,0,0
912,Fumina,-37.91064,146.08799,17.122581,31.15664787,99.43196248,0,0
913,Fumina South,-37.95478,146.13046,17.2146415,28.92200271,103.7429396,0,0
914,Fyans Creek,-37.09274,142.57919,18.31649607,53.75640226,225.0523569,0,0
915,Fyansford,-38.1261,144.29139,6.428411288,6.640836169,68.37274891,0,0
916,Gaffneys Creek,-37.48157,146.27952,50.16563079,50.42640215,121.6718068,0,0
917,Gainsborough,-38.22582,145.9764,7.253118012,8.135806434,100.0329093,0,0
918,Gannawarra,-35.71713,144.14665,11.06701226,67.69129671,244.0401361,0,0
919,Gapsted,-36.50428,146.6999,6.180699008,33.99636036,211.8174326,0,0
920,Gardenvale,-37.89817,145.00885,0.94357103,1.018903933,10.38283844,0,0
921,Garfield,-38.1011,145.66968,19.59159668,23.82505446,69.84369099,0,0
922,Garfield North,-38.04203,145.68465,23.67832123,25.33830511,68.31761526,0,0
923,Garibaldi,-37.73074,143.85854,19.08747697,16.13571081,97.42994391,0,0
924,Garvoc,-38.28612,142.81228,9.411924767,30.80518247,195.4821887,0,0
925,Gateway Island,-36.09485,146.89677,4.099667405,58.7540867,256.9363514,0,0
926,Gatum,-37.38908,141.94857,32.56454291,39.83855157,269.6214659,0,0
927,Gazette,-37.91509,142.15562,22.6755437,22.40244715,246.6325499,0,0
928,Geelong,-38.14815,144.36296,0.318380565,0.26869688,64.44075582,5,1
929,Geelong West,-38.13905,144.34492,1.75162612,1.858431664,65.16918981,0,0
930,Gelantipy,-37.1921,148.2355,57.54473059,78.95835563,296.8558491,0,0
931,Gellibrand,-38.52819,143.5653,20.84264347,20.71714914,145.7637473,0,0
932,Gellibrand Lower,-38.71582,143.22341,33.34968886,39.1792056,182.0323045,0,0
933,Gelliondale,-38.62459,146.60116,10.07050011,45.66721113,169.2810941,0,0
934,Gembrook,-37.94035,145.63822,27.5894024,25.32345317,61.01658528,0,0
935,Genoa,-37.48871,149.5413,97.6938083,142.7431887,404.6992886,0,0
936,Gentle Annie,-37.94744,145.8364,13.25935212,25.25181017,78.1805283,0,0
937,Georges Creek,-36.1533,147.25756,9.451158427,69.03402449,274.9384266,0,0
938,Gerahmin,-35.18103,142.79555,45.49933057,71.50044751,350.8565169,0,0
939,Gerang Gerung,-36.37354,141.86428,19.23388902,48.48911656,317.9294381,0,0
940,Gerangamete,-38.45394,143.70331,16.36232652,16.08273724,131.1964243,0,0
941,Germania,-36.97662,142.75847,9.4273992,57.47769428,215.7156645,0,0
942,Gerrigerrup,-37.9857,142.20039,31.44850205,31.16184428,243.0871212,0,0
943,Gherang,-38.31109,144.10633,12.94926976,22.36815508,93.21952785,0,0
944,Gheringhap,-38.07588,144.22963,13.98363584,14.14117085,70.60617359,0,0
945,Ghin Ghin,-37.15046,145.35203,9.908871764,48.35850477,81.24143374,0,0
946,Giffard,-38.39059,147.10524,31.41418905,31.68958385,198.2289048,0,0
947,Giffard West,-38.38177,146.99741,31.22174763,31.02430175,189.0085165,0,0
948,Gil Gil,-36.32204,143.0349,37.15813207,28.79380041,238.1134704,0,0
949,Gilderoy,-37.86365,145.71432,27.45167873,32.18906498,66.29312459,0,0
950,Gillieston,-36.33573,145.20468,14.725024,18.30449626,165.5971881,0,0
951,Gipsy Point,-37.48714,149.69084,110.559822,155.3897084,417.8294349,0,0
952,Girgarre,-36.39091,144.94186,12.35672117,33.77234031,158.0687986,0,0
953,Girgarre East,-36.45491,145.06833,15.75330555,30.94960653,151.2348718,0,0
954,Gisborne,-37.50673,144.57153,16.18026642,15.93307131,48.34952261,0,0
955,Gisborne South,-37.54882,144.62919,9.609273033,9.289633236,41.44437507,0,0
956,Gladfield,-36.0591,143.94947,20.80190627,58.69882065,214.7262055,0,0
957,Gladstone Park,-37.69259,144.89596,1.677059995,2.503802748,14.53612291,0,0
958,Gladysdale,-37.84056,145.64243,23.73061314,26.60664995,59.82590267,0,0
959,Glen Alvie,-38.50038,145.65085,13.33435633,25.65632011,97.35594168,0,0
960,Glen Creek,-36.43712,146.93761,16.340826,32.25828102,232.4909892,0,0
961,Glen Forbes,-38.44891,145.52525,18.29661412,36.56317491,86.22720132,0,0
962,Glen Huntly,-37.89224,145.04113,1.058476898,3.669168355,11.26508847,0,0
963,Glen Iris,-37.85619,145.06763,1.347738176,3.030883722,10.46252342,0,0
964,Glen Park,-37.50756,143.92218,8.61497081,8.157827114,97.62253181,0,0
965,Glen Valley,-36.90918,147.51551,22.25110476,53.34101293,246.990288,0,0
966,Glen Waverley,-37.88232,145.17162,0.619222386,0.582127387,19.96518235,2,1
967,Glen Wills,-36.83563,147.48067,30.9938495,47.80994369,247.7536372,0,0
968,Glenaire,-38.74786,143.48537,45.99809088,16.20150587,165.6403055,0,0
969,Glenaladale,-37.74739,147.2979,28.78171359,30.37853882,205.3945077,0,0
970,Glenalbyn,-36.48968,143.72025,16.51464022,41.3277802,183.699193,0,0
971,Glenaroua,-37.11189,144.96102,18.87124264,55.94615621,77.88925232,0,0
972,Glenbrae,-37.34806,143.55556,17.84315582,34.94207333,134.2765241,0,0
973,Glenburn,-37.40758,145.42705,21.56733527,40.56340811,60.8481078,0,0
974,Glendaruel,-37.3466,143.7296,23.43060567,26.31527327,120.3345757,0,0
975,Glendonald,-37.36068,143.8446,20.07200037,22.22236638,110.5445517,0,0
976,Glenfalloch,-37.69304,146.61175,34.94419145,55.96928941,145.627395,0,0
977,Glenfyne,-38.41311,143.01265,8.715643008,46.40939724,183.1721201,0,0
978,Glengarry,-38.12369,146.63821,17.97513401,11.62082542,150.9409686,0,0
979,Glengarry North,-38.08727,146.55885,16.46672901,11.8959838,143.2943515,0,0
980,Glengarry West,-38.12169,146.50999,11.27846662,8.3300788,139.9718384,0,0
981,Glengower,-37.21047,143.86809,21.72437146,21.31789179,117.4399233,0,0
982,Glenhope,-37.07425,144.60877,18.75704783,45.39028575,87.80550247,0,0
983,Glenhope East,-37.07361,144.69757,16.45908185,50.82662806,85.40339491,0,0
984,Glenisla,-37.24235,142.23275,52.70767242,58.54426476,248.8905057,0,0
985,Glenlee,-36.23208,141.84192,20.18455817,62.61964235,328.0150572,0,0
986,Glenlofty,-37.11333,143.2031,30.22862781,48.11146544,173.62595,0,0
987,Glenlogie,-37.24582,143.29818,21.89836102,44.83305272,159.6859452,0,0
988,Glenloth,-36.12803,143.34361,34.5193422,15.6285682,236.1137029,0,0
989,Glenloth East,-36.05884,143.48111,22.90609964,26.14710659,235.2513352,0,0
990,Glenluce,-37.1818,144.24149,14.42538359,46.5688199,94.65046385,0,0
991,Glenlyon,-37.26844,144.24577,11.72858761,47.19007801,87.45323849,0,0
992,Glenmaggie,-37.8195,146.66407,20.36780679,42.96584694,149.4955723,0,0
993,Glenmore,-37.71505,144.30389,12.20350794,23.06257885,58.87179269,0,0
994,Glenorchy,-36.92078,142.63648,20.08061745,44.9852617,228.1853975,0,0
995,Glenormiston North,-38.15335,142.9847,11.97850816,50.82352643,177.410216,0,0
996,Glenormiston South,-38.16053,142.97053,10.60718825,49.3510165,178.786354,0,0
997,Glenpatrick,-37.15348,143.33839,31.10126163,37.42357258,160.9221836,0,0
998,Glenrowan,-36.45879,146.21494,14.60021512,15.32847853,187.03916,0,0
999,Glenrowan West,-36.51585,146.1704,16.2991663,22.76729012,179.5669017,0,0
1000,Glenroy,-37.70422,144.92838,2.577327555,2.925413588,12.38733028,0,0
1001,Glenthompson,-37.70018,142.5195,43.143864,43.78542716,215.1020322,0,0
1002,Glomar Beach,-38.29853,147.28014,27.36496078,28.48335419,210.0197945,0,0
1003,Gnarwarre,-38.15035,144.14385,17.27884644,16.39996591,80.97419902,0,0
1004,Gnotuk,-38.20381,143.07701,6.465236595,47.00013499,170.8034419,0,0
1005,Gobarup,-36.68195,144.86808,27.44450419,53.46357118,125.9721262,0,0
1006,Gobur,-37.01024,145.6238,22.0666319,28.96202326,106.6277609,0,0
1007,Golden Beach,-38.22985,147.36615,28.34968141,29.79466593,215.6287746,0,0
1008,Golden Gully,-36.79261,144.2651,3.326238215,3.357764475,129.0703575,0,0
1009,Golden Point,-37.57458,143.86339,2.292103624,1.667049252,100.2319748,0,0
1010,Golden Square,-36.775,144.25141,1.709278511,2.58968022,131.3725885,0,0
1011,Goldie,-37.25559,144.80215,14.75359179,36.61350906,63.49871477,0,0
