Suburb/Town Name,Postcode,Incidents Recorded,population,lat,lng
Caulfield East,3145,2506,1584.0,-37.881190000000004,145.04211999999998
Caulfield North,3161,5455,15269.0,-37.87081,145.02366
Caulfield South,3162,3653,11854.0,-37.894659999999995,145.02494
Caveat,3660,14,41.0,-37.05308,145.49909
Cavendish,3314,58,334.0,-37.4873,142.06516000000002
Ceres,3221,71,254.0,-38.16254,144.27208000000002
Chadstone,3148,6062,8641.0,-37.88301,145.09996
Chandlers Creek,3890,6,0.0,-37.305479999999996,149.31912
Chapel Flat,3352,3,0.0,-37.47876,143.89712
Chapple Vale,3239,14,36.0,-38.62636,143.30186
Charam,3318,3,38.0,-36.949659999999994,141.51381
Charlemont,3217,307,364.0,-38.2045,144.36856
Charleroi,3695,9,73.0,-36.31188,147.15356
Charlton,3525,431,1050.0,-36.28025,143.32938000000001
Chatsworth,3379,3,44.0,-37.8402,142.65202
Chelsea,3196,4334,7773.0,-38.049659999999996,145.12153999999998
Chelsea Heights,3196,2344,5335.0,-38.04019,145.13396
Cheltenham,3192,14575,22291.0,-37.96196,145.06011999999998
Chepstowe,3351,20,61.0,-37.59637,143.48727
Cherokee,3434,14,56.0,-37.397940000000006,144.64271000000002
Cherrypool,3401,5,3.0,-37.13047,142.16655
Cheshunt,3678,48,231.0,-36.8276,146.41846999999999
Cheshunt South,3678,1,0.0,-36.93477,146.41616000000002
Chesney Vale,3725,21,157.0,-36.41403,146.05882
Chetwynd,3312,44,86.0,-37.301809999999996,141.38926999999998
Chewton,3451,172,1313.0,-37.09133,144.26435
Chewton Bushlands,3451,7,45.0,-37.07809,144.29209
Childers,3824,33,106.0,-38.30012,146.10285
Chillingollah,3585,10,5.0,-35.27592,143.04588999999999
Chiltern,3683,468,1605.0,-36.18609,146.6114
Chiltern Valley,3683,16,60.0,-36.14343,146.55238
Chinangin,3544,2,6.0,-35.53275,143.17545
Chinkapook,3546,15,32.0,-35.18157,142.945
Chintin,3756,18,106.0,-37.39609,144.83387
Chirnside Park,3116,4750,9872.0,-37.74195,145.31482
Chocolyn,3260,11,67.0,-38.19662,143.20269
Christmas Hills,3775,122,355.0,-37.65821,145.30722
Chum Creek,3777,151,983.0,-37.6067,145.4856
Churchill,3842,4269,4783.0,-38.31539,146.42416
Churchill Island,3925,4,0.0,-38.50105,145.33955
Chute,3373,6,18.0,-37.30918,143.41171
Clarendon,3352,38,145.0,-37.69962,143.97386
Claretown,3352,15,24.0,-37.51542,144.03203
Clarinda,3169,2134,7481.0,-37.94195,145.10672
Clarkefield,3430,206,320.0,-37.48408,144.79996
Clarkes Hill,3352,23,67.0,-37.49792,143.97853
Clayton,3168,12212,19358.0,-37.915259999999996,145.12899
Clayton South,3169,5864,12642.0,-37.94397,145.1242
Clear Lake,3409,24,78.0,-36.93703,141.8892
Clematis,3782,97,350.0,-37.93054,145.41787
Clifton Creek,3875,41,237.0,-37.71022,147.66673
Clifton Springs,3222,1330,7519.0,-38.1546,144.57031
Clonbinane,3658,230,330.0,-37.36773,145.14833000000002
Cloverlea,3822,36,192.0,-38.2364,145.98968
Club Terrace,3889,55,52.0,-37.519290000000005,148.93865
Clunes,3370,608,1728.0,-37.28774,143.7888
Clyde,3978,2057,2117.0,-38.15079,145.35357
Clyde North,3978,5086,8156.0,-38.10008,145.3588
Clydebank,3851,50,107.0,-38.04728,147.19213
Clydesdale,3461,13,58.0,-37.17426,144.09749
Coalville,3825,26,49.0,-38.24091,146.26748
Cobains,3851,71,232.0,-38.07683,147.13978999999998
Cobaw,3442,15,70.0,-37.26422,144.64721
Cobbannah,3862,5,6.0,-37.65027,147.28001
Cobberas,3900,7,0.0,-36.864000000000004,148.10513999999998
Cobden,3266,541,1839.0,-38.331509999999994,143.11382
Cobram,3644,4463,6014.0,-35.92335,145.63872
Cobram East,3644,90,242.0,-35.96564,145.74576000000002
Cobrico,3266,13,80.0,-38.29667,143.02254
Cobungra,3898,21,53.0,-37.07965,147.36801
Coburg,3058,19487,26185.0,-37.74493,144.9645
Coburg North,3058,7748,7601.0,-37.72704,144.96737
Cocamba,3546,1,4.0,-35.109970000000004,142.90014
Cochranes Creek,3475,12,9.0,-36.69643,143.56786
Cockatoo,3781,1333,4256.0,-37.926429999999996,145.50901000000002
Cocoroc,3030,44,0.0,-37.962270000000004,144.61837
Codrington,3285,12,52.0,-38.25741,141.95991
Coghills Creek,3364,23,71.0,-37.3862,143.75201
Cohuna,3568,896,2428.0,-35.77539,144.26688000000001
Coimadai,3340,151,416.0,-37.59037,144.48819
Cokum,3530,5,3.0,-35.75577,143.26431000000002
Colac,3250,8267,9048.0,-38.30962,143.5889
Colac Colac,3707,8,51.0,-36.22209,147.84406
Colac East,3250,150,217.0,-38.34045,143.61576000000002
Colac West,3250,143,81.0,-38.33259,143.54408999999998
Colbinabbin,3559,74,304.0,-36.59539,144.82091
Colbrook,3342,5,29.0,-37.53334,144.22257
Coldstream,3770,736,2164.0,-37.703179999999996,145.40403
Coleraine,3315,456,1029.0,-37.58971,141.67985
Colignan,3494,118,329.0,-34.54063,142.34507
Collingwood,3066,16249,8513.0,-37.80195,144.98808
Combienbar,3889,15,19.0,-37.386379999999996,149.02075
Concongella,3384,69,133.0,-37.05213,142.86358
Condah,3303,23,121.0,-37.93817,141.72465
Congupna,3633,222,605.0,-36.28774,145.47356000000002
Connewarre,3227,193,788.0,-38.250820000000004,144.42013
Coojar,3315,5,38.0,-37.36084,141.68431999999999
Coolaroo,3048,4156,3191.0,-37.654720000000005,144.93441
Cooma,3616,36,108.0,-36.41104,145.07282
Coomboona,3629,50,131.0,-36.26871,145.31265
Coomoora,3461,37,252.0,-37.3301,144.19782
Coongulla,3860,140,183.0,-37.87278,146.76972
Coonooer Bridge,3477,8,31.0,-36.45905,143.31509
Coonooer West,3477,2,16.0,-36.42565,143.21936000000002
Cooriemungle,3268,33,364.0,-38.566759999999995,143.13898
Cope Cope,3480,2,58.0,-36.46985,143.05454
Cora Lynn,3814,53,243.0,-38.14311,145.61344
Corack,3480,10,23.0,-36.181259999999995,143.02681
Corack East,3480,1,22.0,-36.15077,143.05709
Coragulac,3249,28,161.0,-38.26291,143.53491
Coral Bank,3691,1,83.0,-36.61979,147.10856
Corindhap,3352,26,132.0,-37.86479,143.75743
Corinella,3984,338,791.0,-38.4252,145.46132
Corio,3214,18272,15296.0,-38.06752,144.37728
Corndale,3311,9,33.0,-37.53007,141.25097
Cornella,3551,27,43.0,-36.6795,144.76587
Cornishtown,3683,22,96.0,-36.10503,146.56998000000002
Coronet Bay,3984,421,791.0,-38.43481,145.44324
Corop,3559,89,129.0,-36.4585,144.77407
Cororooke,3254,90,310.0,-38.29637,143.53005
Corringle,3888,17,15.0,-37.785059999999994,148.45445
Corryong,3707,508,1348.0,-36.18551,147.89944
Corunnun,3249,11,115.0,-38.281859999999995,143.4855
Cosgrove,3631,19,54.0,-36.345929999999996,145.63439
Cosgrove South,3631,16,58.0,-36.413090000000004,145.63836
Costerfield,3523,45,75.0,-36.871629999999996,144.80078
Cotswold,3465,12,12.0,-37.14117,143.88924
Cottles Bridge,3099,123,601.0,-37.60698,145.22131000000002
Cowa,3862,1,0.0,-37.38551,147.18687
Cowangie,3506,20,36.0,-35.19402,141.36888000000002
Cowes,3922,3598,4839.0,-38.47143,145.23016
Cowleys Creek,3268,4,37.0,-38.50331,143.0379
Cowwarr,3857,108,368.0,-38.026720000000005,146.6666
Craigie,3465,23,57.0,-37.10371,143.77334
Craigieburn,3064,26203,50347.0,-37.58137,144.92254
Cranbourne,3977,20633,20094.0,-38.112790000000004,145.27232
Cranbourne East,3977,5849,16195.0,-38.11311,145.30685
Cranbourne North,3977,9247,20110.0,-38.077529999999996,145.29891
Cranbourne South,3977,682,1674.0,-38.150059999999996,145.26428
Cranbourne West,3977,7043,15035.0,-38.10086,145.25141000000002
Creek Junction,3669,13,16.0,-36.84749,145.88405
Creightons Creek,3666,27,138.0,-36.86506,145.51809
Cremorne,3121,2662,2018.0,-37.82946,144.99293
Cressy,3322,103,175.0,-38.039320000000004,143.66509
Creswick,3363,1843,3170.0,-37.42112,143.89661
Creswick North,3363,11,58.0,-37.36547,143.87768
Crib Point,3919,1545,3183.0,-38.35644,145.20232
Crooked River,3862,7,4.0,-37.38776,147.00436000000002
Cross Roads,3373,7,19.0,-37.486340000000006,143.21462
Crossley,3283,51,215.0,-38.31698,142.314
Crossover,3821,89,158.0,-38.05737,145.97076
Crowlands,3377,23,89.0,-37.14203,143.11087
Croxton East,3301,11,70.0,-37.7758,142.22726
Croydon,3136,13118,26946.0,-37.791340000000005,145.2815
Croydon Hills,3136,727,4992.0,-37.774370000000005,145.26612
Croydon North,3136,1709,7860.0,-37.773790000000005,145.28579
Croydon South,3136,1689,4572.0,-37.81565,145.27806999999999
Crymelon,3393,4,11.0,-36.153620000000004,142.24458
Cudgee,3265,37,238.0,-38.34102,142.65207
Cudgewa,3705,23,261.0,-36.15122,147.80885
Culgoa,3530,27,101.0,-35.70613,143.12163999999999
Culla,3315,4,35.0,-37.23805,141.57426
Cullen,3568,6,39.0,-35.788070000000005,144.15374
Cullulleraine,3496,32,69.0,-34.18815,141.63835
Cundare,3251,1,11.0,-38.14389,143.5934
Cundare North,3251,3,9.0,-38.10761,143.55399
Curdies River,3268,11,28.0,-38.44468,142.94374
Curdievale,3268,26,124.0,-38.52127,142.86656000000002
Curlewis,3222,811,1551.0,-38.17733,144.52381
Curyo,3483,7,26.0,-35.83848,142.71393
Dadswells Bridge,3385,49,71.0,-36.89845,142.498
Daisy Hill,3465,66,385.0,-37.11058,143.72171
Dales Creek,3341,65,398.0,-37.52186,144.30316000000002
Dallas,3047,4000,6810.0,-37.67261,144.93662
Dalmore,3981,79,163.0,-38.18675,145.42448000000002
Daltons Bridge,3568,15,37.0,-35.82692,144.28175
Dalyenong,3477,1,0.0,-36.80624,143.42737
Dalyston,3992,329,583.0,-38.568090000000005,145.54399999999998
Dandenong,3175,58128,29906.0,-37.98531,145.21389
Dandenong North,3175,10678,22451.0,-37.955020000000005,145.21456
Dandenong South,3175,7426,160.0,-38.03058,145.21768
Dandongadale,3737,15,3.0,-36.83303,146.69447
Dargo,3862,156,99.0,-37.322379999999995,147.30201
Darley,3340,2752,8372.0,-37.63646,144.42412
Darlimurla,3871,4,30.0,-38.39062,146.21222
Darlington,3271,51,107.0,-37.97929,143.03153999999998
Darnum,3822,288,751.0,-38.18138,146.02276
Darraweit Guim,3756,128,402.0,-37.41836,144.86643
Darriman,3851,9,12.0,-38.40947,146.95325
Dartmoor,3304,66,322.0,-37.8936,141.31134
Dartmouth,3701,38,104.0,-36.61242,147.62297
Dawson,3858,19,37.0,-37.97457,146.6838
Daylesford,3460,1559,2548.0,-37.34769,144.14359
Dean,3363,27,120.0,-37.45641,143.98663
Deans Marsh,3235,60,269.0,-38.406890000000004,143.89954
Deddick Valley,3888,8,8.0,-37.048559999999995,148.50798
Dederang,3691,63,167.0,-36.47401,147.00343999999998
Deep Lead,3385,96,204.0,-36.99858,142.71081
Deepdene,3103,577,2035.0,-37.81146,145.06616
Deer Park,3023,12350,18126.0,-37.76701,144.77433
Delacombe,3356,3854,6297.0,-37.58112,143.80471
Delahey,3037,3454,8339.0,-37.71884,144.77851
Delatite,3723,7,15.0,-37.12981,146.16281999999998
Delburn,3871,30,32.0,-38.335609999999996,146.24626
Delegate River,3888,9,27.0,-37.10642,148.81628
Denicull Creek,3377,12,27.0,-37.33918,142.92973
Denison,3858,139,469.0,-38.03907,146.85283
Dennington,3280,409,1907.0,-38.35546,142.43105
Denver,3461,16,150.0,-37.28589,144.29426
Derby,3516,18,17.0,-36.65468,144.03622
Dereel,3352,164,533.0,-37.82592,143.75186000000002
Dergholm,3312,18,43.0,-37.34073,141.20054
Derrinal,3523,47,49.0,-36.89516,144.60422
Derrinallum,3325,94,415.0,-37.95939,143.1761
Devenish,3726,33,197.0,-36.34172,145.91063
Devils River,3714,11,14.0,-37.172109999999996,145.83478
Devon Meadows,3977,499,1548.0,-38.16995,145.31614
Devon North,3971,50,344.0,-38.53564,146.61417
Dewhurst,3808,75,164.0,-37.97683,145.46493999999998
Dhurringile,3610,54,445.0,-36.535740000000004,145.21563999999998
Diamond Creek,3089,3948,11733.0,-37.66086,145.15223
Digby,3309,31,124.0,-37.81347,141.53178
Diggers Rest,3427,2055,2763.0,-37.61387,144.70123
Diggora,3561,33,94.0,-36.36122,144.53092
Dimboola,3414,765,1730.0,-36.38619,142.04862
Dingee,3571,75,206.0,-36.37107,144.20925
Dingley Village,3172,3220,10320.0,-37.97417,145.12758
Dingwall,3579,21,81.0,-35.808659999999996,143.85033
Dinner Plain,3898,49,230.0,-37.03318,147.27395
Dixie,3265,16,131.0,-38.30594,142.92948
Dixons Creek,3775,130,334.0,-37.584309999999995,145.42633999999998
Dobie,3377,134,42.0,-37.332190000000004,143.03066
Docker,3678,31,120.0,-36.50744,146.36811
Dockers Plains,3678,7,54.0,-36.28765,146.338
Docklands,3008,18005,10964.0,-37.81803,144.93794
Doctors Flat,3895,2,19.0,-37.30918,147.73664
Dollar,3871,8,57.0,-38.55762,146.18068
Don Valley,3139,159,576.0,-37.734390000000005,145.59205
Donald,3480,568,1498.0,-36.302009999999996,143.00728
Doncaster East,3109,7316,28360.0,-37.77523,145.16443999999998
Donnybrook,3064,556,169.0,-37.54032,144.99276
Donvale,3111,2268,12347.0,-37.786390000000004,145.19453000000001
Dooboobetic,3478,5,9.0,-36.3774,143.20021
Dooen,3401,84,240.0,-36.641009999999994,142.23631
Dookie,3646,96,328.0,-36.33259,145.70608000000001
Dookie College,3647,11,44.0,-36.3951,145.70309
Doreen,3754,6619,21298.0,-37.59818,145.14481999999998
Dorodong,3312,16,38.0,-37.31946,141.05346
Double Bridges,3893,3,0.0,-37.59603,147.89683
Douglas,3409,10,65.0,-37.03833,141.70498
Doveton,3177,8339,9358.0,-37.983909999999995,145.24047
Dreeite,3249,24,55.0,-38.147729999999996,143.50252
Dreeite South,3249,4,30.0,-38.1974,143.47707
Driffield,3840,56,85.0,-38.27075,146.31097
Drik Drik,3304,3,47.0,-38.00977,141.26286000000002
Dromana,3936,4099,5803.0,-38.33175,145.00133
Drouin,3818,7445,12349.0,-38.142920000000004,145.84038
Drouin East,3818,218,182.0,-38.1203,145.89164
Drouin South,3818,199,335.0,-38.18908,145.82355
Drouin West,3818,141,330.0,-38.07947,145.86808
Drumanure,3636,17,41.0,-36.164970000000004,145.48613999999998
Drumborg,3304,107,152.0,-38.10463,141.49722
Drumcondra,3215,612,560.0,-38.13016,144.35415
Drummartin,3570,10,38.0,-36.4288,144.41213
Drummond,3461,60,283.0,-37.24283,144.3085
Drummond North,3446,45,187.0,-37.193940000000005,144.31878999999998
Drung,3401,98,147.0,-36.76506,142.32177
Dry Diggings,3461,6,25.0,-37.297,144.15634
Drysdale,3222,1535,4275.0,-38.16921,144.5934
Duchembegarra,3409,24,38.0,-36.62422,141.89201
Dumbalk,3956,127,413.0,-38.523270000000004,146.10415
Dumbalk North,3956,6,95.0,-38.51218,146.1692
Dumosa,3527,9,24.0,-35.93887,143.1871
Dunach,3371,56,58.0,-37.21849,143.72755
Dundonnell,3271,5,46.0,-37.89947,142.97333
Dunluce,3472,11,36.0,-36.88498,143.59545
Dunneworthy,3377,6,19.0,-37.20228,143.04196000000002
Dunnstown,3352,86,244.0,-37.59274,143.97052
Dunolly,3472,392,893.0,-36.86619,143.72628999999998
Dunrobin,3312,9,73.0,-37.51849,141.38175
Durdidwarrah,3342,17,9.0,-37.82269,144.18958
Durham Lead,3352,44,392.0,-37.70004,143.90214
Durham Ox,3576,15,74.0,-36.12003,143.91175
Dutson,3851,24,27.0,-38.180659999999996,147.23519
Dutson Downs,3851,18,6.0,-38.203559999999996,147.32474
Dutton Way,3305,17,116.0,-38.29124,141.63135
Duverney,3323,24,33.0,-38.04077,143.56748000000002
Eagle Point,3878,311,1094.0,-37.89804,147.69395
Eaglehawk,3556,4007,5691.0,-36.70812,144.26456000000002
Eaglehawk North,3556,5,5.0,-36.68996,144.25873
Eaglemont,3084,1134,3873.0,-37.76315,145.06512
Earlston,3669,9,79.0,-36.531240000000004,145.68178
East Bairnsdale,3875,1748,1298.0,-37.856640000000006,147.69145
East Bendigo,3550,1774,2092.0,-36.7419,144.31881
East Geelong,3219,2644,3862.0,-38.15597,144.38123000000002
East Melbourne,3002,7851,4964.0,-37.81542,144.98136
East Sale,3852,8,93.0,-38.10407,147.14061
East Wangaratta,3678,16,80.0,-36.362829999999995,146.38005
East Warburton,3799,196,864.0,-37.693459999999995,145.79002
Eastern View,3231,20,35.0,-38.453359999999996,144.04308999999998
Eastville,3463,5,24.0,-36.87475,143.95277
Eastwood,3875,677,2766.0,-37.81306,147.63433999999998
Ebden,3691,44,136.0,-36.15905,147.03622
Echuca,3564,14216,14043.0,-36.15495,144.75711
Echuca Village,3564,203,540.0,-36.14199,144.81696000000002
Echuca West,3564,56,425.0,-36.17745,144.66965
Ecklin South,3265,46,188.0,-38.385979999999996,142.89702
Eden Park,3757,234,1204.0,-37.48769,145.07067
Edenhope,3318,244,946.0,-37.0652,141.30776
Edgecombe,3444,35,94.0,-37.18459,144.46167
Edi,3678,14,75.0,-36.650040000000004,146.40707
Edi Upper,3678,7,92.0,-36.74349,146.52518999999998
Edithvale,3196,1971,5806.0,-38.03779,145.11503000000002
Eganstown,3461,51,203.0,-37.36257,144.09353000000002
Eildon,3713,620,974.0,-37.37082,146.01809
Elaine,3334,115,228.0,-37.76442,144.00896
Eldorado,3746,68,385.0,-36.31328,146.55393
Elevated Plains,3461,7,37.0,-37.29787,144.1322
Elingamite,3266,4,55.0,-38.3685,143.00958
Elingamite North,3266,14,78.0,-38.35069,142.98797
Ellaswood,3875,18,185.0,-37.77943,147.56686000000002
Ellerslie,3265,37,147.0,-38.12511,142.65691999999999
Elliminyt,3250,661,2900.0,-38.37088,143.57825
Ellinbank,3821,55,236.0,-38.252829999999996,145.92963
Elmhurst,3469,73,183.0,-37.16859,143.26085
Elmore,3558,496,776.0,-36.467490000000005,144.57182
Elphinstone,3448,240,555.0,-37.07618,144.3555
Elsternwick,3185,5247,10349.0,-37.8868,145.00653
Eltham,3095,6201,18314.0,-37.714659999999995,145.1633
Eltham North,3095,1078,6805.0,-37.697720000000004,145.1418
Elwood,3184,7392,15543.0,-37.88102,144.98575
Emerald,3782,1580,5778.0,-37.93245,145.43443
Emu,3475,20,32.0,-36.73278,143.44186000000002
Emu Creek,3551,32,359.0,-36.85137,144.34751
Endeavour Hills,3802,9472,24294.0,-37.9689,145.25585
Enfield,3352,128,538.0,-37.7531,143.78841
Englefield,3407,4,23.0,-37.32502,141.81482
Enochs Point,3723,2,0.0,-37.41916,146.11386000000002
Ensay,3895,30,109.0,-37.38532,147.82634
Ensay North,3895,1,23.0,-37.295320000000004,147.86219
Eppalock,3551,137,685.0,-36.85419,144.46266
Epping,3076,24906,32395.0,-37.642990000000005,145.01026000000002
Epsom,3551,1987,4325.0,-36.70132,144.3129
Ercildoune,3352,11,70.0,-37.4176,143.58811
Erica,3825,119,191.0,-37.97627,146.37904
Eskdale,3701,48,242.0,-36.521370000000005,147.22848
Esmond,3730,4,9.0,-36.06227,146.18412
Essendon,3040,10516,20596.0,-37.74923,144.91226
Essendon Fields,3041,1672,0.0,-37.72436,144.90355
Essendon North,3041,1594,2987.0,-37.73953,144.90134
Essendon West,3040,430,1439.0,-37.75489,144.88375
Eumemmerring,3177,1944,1948.0,-37.9979,145.24444
Eurack,3251,1,65.0,-38.150729999999996,143.72892
Eureka,3350,454,626.0,-37.56479,143.88226
Euroa,3666,1260,3275.0,-36.77292,145.55982
Eurobin,3739,28,212.0,-36.636520000000004,146.84659
Evansford,3371,83,131.0,-37.262170000000005,143.65069
Eversley,3377,9,10.0,-37.20148,143.17657
Everton,3678,58,203.0,-36.44291,146.55243000000002
Everton Upper,3678,51,158.0,-36.376909999999995,146.57018
Exford,3338,104,107.0,-37.727990000000005,144.54803
Eynesbury,3338,419,2577.0,-37.79118,144.53318000000002
Fairbank,3951,3,41.0,-38.40426,145.93194
Fairfield,3078,4160,6558.0,-37.7844,145.01428
Fairhaven,3231,88,296.0,-38.45503,144.08237
Fairley,3579,8,15.0,-35.684309999999996,143.8161
Fairy Dell,3561,24,80.0,-36.32845,144.72338
Falls Creek,3699,3,293.0,-36.87898,147.24275
Faraday,3451,64,158.0,-37.05291,144.29723
Fawcett,3714,21,60.0,-37.10321,145.71973
Fawkner,3060,7429,14043.0,-37.70487,144.96982
Fentons Creek,3518,3,24.0,-36.55704,143.53059
Ferguson,3237,10,19.0,-38.62301,143.51163
Fern Hill,3458,9,104.0,-37.36887,144.40851999999998
Fernbank,3864,87,152.0,-37.86388,147.32679
Ferndale,3821,16,37.0,-38.308690000000006,145.94034
Fernihurst,3518,6,20.0,-36.22886,143.86151
Fernshaw,3778,5,0.0,-37.609359999999995,145.64643
Ferntree Gully,3156,12286,26428.0,-37.886179999999996,145.28207
Ferny Creek,3786,282,1518.0,-37.87549,145.33421
Fiery Flat,3518,5,25.0,-36.41257,143.81713
Fingal,3939,255,529.0,-38.41964,144.8569
Fish Creek,3959,166,827.0,-38.72676,146.06902
Fish Point,3585,7,15.0,-35.44308,143.73555
Fiskville,3342,17,19.0,-37.682320000000004,144.22795
Fitzroy,3065,20256,10445.0,-37.80092,144.97919
Fitzroy North,3068,8990,12339.0,-37.783559999999994,144.98573000000002
Flaggy Creek,3875,18,99.0,-37.75243,147.48049
Flagstaff,3465,41,87.0,-37.04736,143.7772
Flamingo Beach,3851,3,0.0,-38.26939,147.31298999999999
Flemington,3031,9985,7719.0,-37.787279999999996,144.92154
Flinders,3929,380,905.0,-38.4554,144.97397
Flora Hill,3550,1716,3955.0,-36.78252,144.296
Flynn,3844,87,180.0,-38.19686,146.67805
Flynns Creek,3844,11,9.0,-38.25448,146.63236
Footscray,3011,22328,16345.0,-37.80083,144.89789
Forbes,3764,45,126.0,-37.31432,144.88898999999998
Forest Hill,3131,4576,10626.0,-37.84138,145.17103
Forge Creek,3875,86,276.0,-37.92801,147.6393
Forrest,3236,126,230.0,-38.51207,143.69366000000002
Foster,3960,533,1842.0,-38.67585,146.20871
Foster North,3960,23,165.0,-38.61185,146.16717
Fosterville,3557,31,63.0,-36.69593,144.47533
Foxhow,3323,16,19.0,-38.05449,143.47558
Framlingham,3265,96,158.0,-38.26636,142.68706
Framlingham East,3265,2,21.0,-38.19918,142.71231
Franklinford,3461,15,66.0,-37.24042,144.09857
Frankston,3199,56543,36097.0,-38.15088,145.14145
Frankston North,3200,6576,5762.0,-38.12663,145.16064
Frankston South,3199,4610,18199.0,-38.176759999999994,145.12958999999998
Freeburgh,3741,25,110.0,-36.7726,147.05918
Frenchmans,3384,11,13.0,-36.9974,143.20848
Freshwater Creek,3217,135,414.0,-38.27019,144.24815
Fryerstown,3451,39,228.0,-37.139520000000005,144.25836999999999
Fulham,3851,196,951.0,-38.08259,146.96751
Fumina,3825,9,11.0,-37.91064,146.08799
Fumina South,3825,8,67.0,-37.95478,146.13046
Fyans Creek,3381,13,38.0,-37.09274,142.57918999999998
Fyansford,3218,502,196.0,-38.1261,144.29138999999998
Gaffneys Creek,3723,13,10.0,-37.48157,146.27952
Gainsborough,3822,6,45.0,-38.22582,145.9764
Gannawarra,3568,18,94.0,-35.71713,144.14665
Gapsted,3737,41,173.0,-36.50428,146.6999
Gardenvale,3185,451,1006.0,-37.89817,145.00885
Garfield,3814,531,1786.0,-38.1011,145.66968
Garfield North,3814,55,194.0,-38.04203,145.68465
Garibaldi,3352,15,123.0,-37.730740000000004,143.85853999999998
Garvoc,3265,109,243.0,-38.286120000000004,142.81228000000002
Gateway Island,3691,35,10.0,-36.09485,146.89677
Gatum,3407,3,29.0,-37.38908,141.94857
Gazette,3289,10,43.0,-37.91509,142.15562
Geelong,3220,23799,5210.0,-38.14815,144.36296000000002
Geelong West,3218,6319,6966.0,-38.13905,144.34492
Gelantipy,3885,1,20.0,-37.1921,148.2355
Gellibrand,3239,83,210.0,-38.52819,143.5653
Gellibrand Lower,3237,13,13.0,-38.71582,143.22341
Gelliondale,3971,10,31.0,-38.624590000000005,146.60116000000002
Gembrook,3783,806,2350.0,-37.94035,145.63822
Genoa,3891,44,55.0,-37.48871,149.5413
Gentle Annie,3833,37,0.0,-37.94744,145.8364
Georges Creek,3700,19,62.0,-36.1533,147.25756
Gerahmin,3546,4,21.0,-35.18103,142.79555
Gerang Gerung,3418,51,69.0,-36.373540000000006,141.86428
Gerangamete,3249,33,105.0,-38.45394,143.70331000000002
Germania,3387,1,12.0,-36.976620000000004,142.75847
Gerrigerrup,3289,1,33.0,-37.9857,142.20039
Gherang,3240,25,370.0,-38.31109,144.10633
Gheringhap,3331,71,155.0,-38.07588,144.22963000000001
Ghin Ghin,3717,16,41.0,-37.150459999999995,145.35203
Giffard,3851,33,52.0,-38.39059,147.10523999999998
Giffard West,3851,30,71.0,-38.38177,146.99741
Gil Gil,3480,7,12.0,-36.32204,143.0349
Gilderoy,3797,20,65.0,-37.86365,145.71432
Gillieston,3616,23,60.0,-36.33573,145.20468
Gipsy Point,3891,3,19.0,-37.487140000000004,149.69083999999998
Girgarre,3624,232,561.0,-36.39091,144.94186000000002
Girgarre East,3616,45,121.0,-36.45491,145.06833
Gisborne,3437,3036,8999.0,-37.50673,144.57153
Gisborne South,3437,243,799.0,-37.54882,144.62919
Gladfield,3575,3,24.0,-36.0591,143.94947
Gladstone Park,3043,4007,8338.0,-37.69259,144.89596
Gladysdale,3797,66,444.0,-37.840559999999996,145.64243000000002
Glen Alvie,3979,27,165.0,-38.50038,145.65085
Glen Creek,3691,10,54.0,-36.43712,146.93761
Glen Forbes,3990,45,106.0,-38.44891,145.52525
Glen Huntly,3163,2415,5040.0,-37.89224,145.04113
Glen Iris,3146,7470,25268.0,-37.856190000000005,145.06763
Glen Park,3352,84,103.0,-37.50756,143.92218
Glen Valley,3898,5,18.0,-36.90918,147.51551
Glen Waverley,3150,14343,40327.0,-37.88232,145.17162
Glen Wills,3898,1,0.0,-36.83563,147.48067
Glenaire,3238,20,28.0,-38.747859999999996,143.48537
Glenaladale,3864,30,61.0,-37.74739,147.2979
Glenalbyn,3517,19,19.0,-36.48968,143.72025
Glenaroua,3764,54,154.0,-37.11189,144.96102
Glenbrae,3352,11,30.0,-37.34806,143.55556
Glenburn,3717,154,415.0,-37.407579999999996,145.42705
Glendaruel,3363,7,52.0,-37.3466,143.7296
Glendonald,3364,9,11.0,-37.36068,143.8446
Glenfalloch,3858,1,0.0,-37.69304,146.61175
Glenfyne,3266,18,135.0,-38.413109999999996,143.01265
Glengarry,3854,288,1084.0,-38.12369,146.63821000000002
Glengarry North,3854,45,192.0,-38.087270000000004,146.55885
Glengarry West,3854,35,122.0,-38.12169,146.50999
Glengower,3370,6,13.0,-37.21047,143.86809
Glenhope,3444,22,76.0,-37.07425,144.60877
Glenhope East,3522,21,30.0,-37.073609999999995,144.69756999999998
Glenisla,3314,13,16.0,-37.24235,142.23275
Glenlee,3418,12,87.0,-36.232079999999996,141.84192
Glenlofty,3469,4,17.0,-37.11333,143.2031
Glenlogie,3469,8,33.0,-37.24582,143.29818
Glenloth,3527,5,6.0,-36.128029999999995,143.34361
Glenloth East,3527,4,13.0,-36.058840000000004,143.48111
Glenluce,3451,11,20.0,-37.1818,144.24149
Glenlyon,3461,80,389.0,-37.268440000000005,144.24577
Glenmaggie,3858,202,277.0,-37.8195,146.66407
Glenmore,3340,14,63.0,-37.71505,144.30389
Glenorchy,3385,57,125.0,-36.92078,142.63648
Glenormiston North,3265,15,56.0,-38.15335,142.9847
Glenormiston South,3265,33,108.0,-38.16053,142.97053
